ScreenResolution,Cpu,Ram,Gpu,Weight,Price_in_euros,Cpu_Brand,SSD,HDD,Flash_Storage,Hybrid,Performance,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,OpSys_Chrome OS,OpSys_Linux,OpSys_Mac OS X,OpSys_No OS,OpSys_Windows 10,OpSys_Windows 10 S,OpSys_Windows 7,OpSys_macOS,Resolution_Full HD,Resolution_Others,Gpu_Brand_ARM,Gpu_Brand_Intel,Gpu_Brand_Nvidia
Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1080,3.6,2999.0,Intel,256,0,0,0,32.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,1.49,675.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8,Intel Iris Plus Graphics 650,1.37,2040.0,Intel,512,0,0,0,16.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,2.08,819.0,Intel,0,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 980M,4.3,1799.0,Intel,256,1000,0,0,32.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,AMD A9-Series 9420 3GHz,4,AMD Radeon R5 M420,1.68,469.0,AMD,0,1000,0,0,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.37,1849.0,Intel,512,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,Nvidia GeForce MX130,3.0,702.0,Intel,256,0,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.41,949.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,AMD A6-Series A6-9220 2.5GHz,8,AMD Radeon R4 Graphics,1.91,445.9,AMD,128,0,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,Nvidia GeForce MX150,2.9,1059.0,Intel,0,1000,0,0,32.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,4.14,2499.0,Intel,512,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050M,2.0,1699.0,Intel,512,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.8,1142.0,Intel,128,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.2,444.0,Intel,256,0,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,Intel HD Graphics 620,2.1,722.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.18,657.0,Intel,0,1000,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R5 M430,2.24,565.0,Intel,0,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,2.67,799.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.1,1499.0,Intel,1024,0,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.2,467.0,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 930MX ,2.5,1018.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,2.05,880.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Retina Display 2560x1600,Intel Core i5 2.9GHz,8,Intel Iris Graphics 550,1.37,1958.9,Intel,512,0,0,0,16.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,AMD Radeon RX 580,3.2,1549.0,AMD,256,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 520,2.14,735.07,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,Intel HD Graphics 520,1.36,2499.0,Intel,512,0,0,0,32.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Core i7 6500U 2.5GHz,8,Nvidia GeForce 930M,2.2,812.0,Intel,0,500,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1366x768,Intel Core i7 7500U 2.7GHz,12,Intel HD Graphics 620,2.3,713.07,Intel,0,1000,0,0,24.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.8,1099.0,Intel,128,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce MX130,2.2,745.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1600x900,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.8,489.0,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce MX150,2.8,849.0,Intel,0,2000,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1600x900,Intel Core i7 7500U 2.7GHz,6,Nvidia GeForce 940MX,2.8,859.0,Intel,128,1000,0,0,12.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4,AMD Radeon R5 M430,2.25,428.0,Intel,0,1000,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.5,829.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,Intel HD Graphics 620,2.2,579.0,Intel,256,0,0,0,12.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce MX150,3.0,951.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,Intel HD Graphics 620,2.15,659.0,Intel,0,1000,0,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 630,1.95,1097.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,1.7,977.0,Intel,256,0,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.5,1179.0,Intel,256,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,2.2,659.01,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2,Intel HD Graphics,2.19,199.0,Intel,16,0,0,0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,3.0,1187.0,Intel,0,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1600x900,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,2.54,489.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.0,1829.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,2.05,739.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,3.2,1299.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.5,979.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16,Nvidia Quadro M1200,3.42,2884.86,Intel,256,0,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,AMD Radeon R5 430,2.4,499.0,AMD,0,1000,0,0,6.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,Nvidia GeForce 940MX,1.63,1468.0,Intel,512,0,0,0,32.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.3,509.0,Intel,128,0,0,0,8.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,2.9,2122.0,Intel,256,1000,0,0,32.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1600x900,Intel Core i5 7200U 2.5GHz,6,Nvidia GeForce GTX 940M,2.8,649.0,Intel,0,1000,0,0,12.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1366x768,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,2.2,549.0,Intel,0,2000,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.5,1265.0,Intel,128,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,2.2,359.99,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,16,Intel HD Graphics 620,1.28,1975.0,Intel,256,0,0,0,32.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,Nvidia GeForce 930M,2.2,1043.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,2.3,819.0,Intel,128,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.86,469.0,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.1,999.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,1.21,2499.0,Intel,1000,0,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,2.8,2099.0,Intel,256,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,AMD A8-Series 7410 2.2GHz,8,AMD Radeon R5,2.23,469.0,AMD,256,0,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,Intel HD Graphics 500,1.1,275.0,Intel,0,0,32,0,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,2.33,844.0,Intel,128,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,1.29,2449.0,Intel,1000,0,0,0,32.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel HD Graphics 510,1.45,459.9,Intel,0,0,16,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.95,980.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,1.4,485.0,Intel,0,0,128,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.48,1292.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1600x900,Intel Core i5 7200U 2.5GHz,4,Nvidia GeForce 920MX,2.79,589.0,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,2.0,1094.0,Intel,256,0,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,2.1,902.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,AMD A12-Series 9720P 2.7GHz,8,AMD Radeon RX 540,2.2,659.0,AMD,256,0,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.44,292.0,Intel,0,0,32,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Core i5 7200U 2.5GHz,6,Intel HD Graphics 620,2.23,549.0,Intel,0,1000,0,0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,1.7,1049.9,Intel,256,0,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.26,1335.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,Nvidia GeForce GTX 1050,2.06,2639.0,Intel,1000,0,0,0,64.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.7,1199.0,Intel,256,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,943.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,2.0,1334.0,Intel,256,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.85,449.0,Intel,0,1000,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.5,999.0,Intel,256,0,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,1.48,1268.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 940MX,1.9,1049.0,Intel,128,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.84,1144.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.0,274.99,Intel,0,1000,0,0,8.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 940MX,2.0,1142.75,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics,2.2,274.9,Intel,0,500,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
